rate_K_per_min	alpha	T_K	dalpha_dt	Evya_kJ_per_mol	A_xlsx_per_sec
1	0.65165	377.62312	0.000510252	85.5	983933786.3
1	0.65265	377.65582	0.000510095	85.4	953289646.3
1	0.65365	377.68853	0.000509914	85.5	984306659.3
1	0.65465	377.72125	0.000509778	85.4	953710518.9
1	0.65566	377.75398	0.000509625	85.5	984834133.9
1	0.65666	377.78673	0.000509462	85.5	985059134.3
1	0.65766	377.81948	0.000509344	85.4	954504348.5
1	0.65866	377.85224	0.000509188	85.4	954754350.6
1	0.65966	377.88501	0.000509032	85.4	955012228.5
1	0.66066	377.91779	0.000508931	85.4	955381284.8
1	0.66166	377.95057	0.000508763	85.4	955633287.6
1	0.66266	377.98337	0.000508573	85.4	955851270.9
1	0.66366	378.01618	0.000508433	85.4	956171307.2
1	0.66466	378.049	0.000508242	85.4	956403566.4
1	0.66567	378.08183	0.000508062	85.4	956693285.4
1	0.66667	378.11467	0.00050793	85.4	957053143
1	0.66767	378.14752	0.000507717	85.4	957268672.4
1	0.66867	378.18039	0.000507498	85.4	957480448.5
1	0.66967	378.21327	0.000507321	85.4	957779814.9
1	0.67067	378.24616	0.000507077	85.4	957961068.7
1	0.67167	378.27907	0.000506852	85.4	958185906
1	0.67267	378.31199	0.000506668	85.4	958496766.3
1	0.67367	378.34493	0.000506429	85.4	958711448.5
1	0.67467	378.37788	0.000506218	85.4	958987720.4
1	0.67568	378.41084	0.000506034	85.3	929339623.3
1	0.67668	378.44382	0.000505784	85.4	959572601.7
1	0.67768	378.47681	0.000505549	85.3	929805403.3
1	0.67868	378.50982	0.00050532	85.3	930075217.7
1	0.67968	378.54284	0.000505026	85.4	960265977.3
1	0.68068	378.57589	0.00050477	85.3	930469836.9
1	0.68168	378.60894	0.000504525	85.4	960778293.8
1	0.68268	378.64202	0.000504226	85.3	930908653.7
1	0.68368	378.67512	0.000503975	85.3	931178622
1	0.68468	378.70823	0.000503725	85.3	931459315.2
1	0.68569	378.74136	0.000503421	85.3	931677994.5
1	0.68669	378.77451	0.000503167	85.3	931967928
1	0.68769	378.80767	0.000502912	85.3	932265077.7
1	0.68869	378.84085	0.00050262	85.3	932502051.9
1	0.68969	378.87406	0.00050238	85.3	932843339.6
1	0.69069	378.90727	0.000502097	85.3	933114706.2
1	0.69169	378.94051	0.000501725	85.3	933228455.4
1	0.69269	378.97378	0.000501403	85.3	933442996.1
1	0.69369	379.00706	0.000501071	85.3	933648177.2
1	0.69469	379.04037	0.000500697	85.3	933783007.2
1	0.6957	379.0737	0.000500402	85.3	934104572.5
1	0.6967	379.10705	0.000500088	85.3	934368966.1
1	0.6977	379.14042	0.000499718	85.3	934537556.3
1	0.6987	379.17382	0.000499412	85.2	905645287.4
1	0.6997	379.20723	0.000499079	85.3	935089791.6
1	0.7007	379.24067	0.000498672	85.2	906019508.7
1	0.7017	379.27414	0.000498326	85.3	935463218.1
1	0.7027	379.30763	0.000497956	85.3	935675393.4
1	0.7037	379.34115	0.000497512	85.3	935756896.9
1	0.7047	379.3747	0.000497143	85.3	935987920.7
1	0.70571	379.40827	0.000496779	85.2	907053684.6
1	0.70671	379.44186	0.000496361	85.3	936426986
1	0.70771	379.47549	0.000496022	85.2	907516151.3
1	0.70871	379.50913	0.000495696	85.3	937091201.3
1	0.70971	379.5428	0.000495285	85.2	908051645.6
1	0.71071	379.5765	0.000494919	85.2	908337148.6
1	0.71171	379.61022	0.000494574	85.2	908670779.1
1	0.71271	379.64397	0.000494145	85.2	908858977.9
1	0.71371	379.67775	0.00049377	85.2	909155421.5
1	0.71471	379.71154	0.00049344	85.2	909545223
1	0.71572	379.74537	0.000492999	85.2	909770938.4
1	0.71672	379.77922	0.000492572	85.2	910000305.4
1	0.71772	379.81311	0.000492197	85.2	910334368.5
1	0.71872	379.84702	0.000491665	85.2	910387844.4
1	0.71972	379.88097	0.000491152	85.2	910484792
1	0.72072	379.91495	0.000490768	85.2	910830215.6
1	0.72172	379.94896	0.000490259	85.2	910953084.2
1	0.72272	379.98301	0.000489776	85.2	911132927.6
1	0.72372	380.01709	0.000489433	85.2	911582982.1
1	0.72472	380.05118	0.00048895	85.2	911783439.2
1	0.72573	380.08533	0.000488473	85.2	912036053.7
1	0.72673	380.11949	0.000488151	85.2	912556364.5
1	0.72773	380.15368	0.000487746	85.1	884499286.4
1	0.72873	380.1879	0.0004873	85.2	913240905.4
1	0.72973	380.22215	0.000486929	85.1	885249330.6
1	0.73073	380.25643	0.000486463	85.1	885534887.1
1	0.73173	380.29074	0.000485884	85.1	885624480.9
1	0.73273	380.3251	0.000485386	85.1	885870219.2
1	0.73373	380.35949	0.000484903	85.1	886153418.6
1	0.73473	380.39391	0.000484335	85.1	886291298.1
1	0.73574	380.42838	0.000483841	85.1	886606977.3
1	0.73674	380.46287	0.000483414	85.1	887023186.7
1	0.73774	380.4974	0.000482843	85.1	887184998.3
1	0.73874	380.53198	0.000482292	85.1	887392555.8
1	0.73974	380.56658	0.000481874	85.1	887856200.5
1	0.74074	380.60122	0.000481284	85.1	888013062.2
1	0.74174	380.63591	0.000480665	85.1	888125505.7
1	0.74274	380.67064	0.000480204	85	860904088.7
1	0.74374	380.7054	0.000479653	85.1	888799141.6
1	0.74474	380.7402	0.000479046	85	861320450.2
1	0.74575	380.77505	0.000478544	85	861715468.8
1	0.74675	380.80993	0.000478034	85	862073419.6
1	0.74775	380.84485	0.000477401	85	862219794.9
1	0.74875	380.87982	0.000476825	85	862478683.8
1	0.74975	380.91483	0.000476364	85	862956345.2
1	0.75075	380.94987	0.00047574	85	863150080.8
1	0.75175	380.98496	0.000475113	85	863348171.6
1	0.75275	381.02009	0.000474643	85	863842514.4
1	0.75375	381.05526	0.00047405	85	864124180.6
1	0.75475	381.09048	0.000473393	85	864299345.3
1	0.75576	381.12575	0.000472851	84.9	837866508
1	0.75676	381.16105	0.000472327	85	865171119.6
1	0.75776	381.19639	0.000471657	84.9	838477484
1	0.75876	381.23179	0.000471008	85	865588889.3
1	0.75976	381.26723	0.00047048	84.9	839160805.1
1	0.76076	381.30271	0.000469782	85	866221714.1
1	0.76176	381.33826	0.000469034	84.9	839406567.9
1	0.76276	381.37385	0.000468435	84.9	839767072.9
1	0.76376	381.40949	0.000467806	84.9	840084855.2
1	0.76476	381.44518	0.000467055	84.9	840194272.7
1	0.76577	381.48093	0.000466378	84.9	840482807.7
1	0.76677	381.51672	0.000465835	84.9	840989204.7
1	0.76777	381.55255	0.000465159	84.9	841267730.3
1	0.76877	381.58845	0.000464449	84.9	841494839.6
1	0.76977	381.6244	0.000463866	84.8	815840860.4
1	0.77077	381.66038	0.000463254	84.8	816259586.1
1	0.77177	381.69642	0.000462496	84.9	842568675.8
1	0.77277	381.73253	0.000461769	84.8	816668890
1	0.77377	381.76868	0.000461163	84.8	817132277.4
1	0.77477	381.80488	0.000460416	84.8	817357711
1	0.77578	381.84115	0.000459586	84.8	817482389.6
1	0.77678	381.87748	0.00045887	84.8	817784512.5
1	0.77778	381.91387	0.000458212	84.8	818201704.2
1	0.77878	381.9503	0.00045734	84.8	818249228
1	0.77978	381.98683	0.000456462	84.8	818294422.4
1	0.78078	382.0234	0.000455799	84.7	793361612.6
1	0.78178	382.06003	0.000455111	84.8	819148651.5
1	0.78278	382.09672	0.000454292	84.7	793945872.7
1	0.78378	382.13348	0.000453508	84.8	819597293.7
1	0.78478	382.17029	0.000452856	84.7	794701479.7
1	0.78579	382.20716	0.000452125	84.8	820532099.7
1	0.78679	382.24409	0.000451291	84.7	795317291.9
1	0.78779	382.28109	0.000450527	84.8	821089361.7
1	0.78879	382.31815	0.000449847	84.6	771500769.5
1	0.78979	382.35527	0.000449035	84.7	796438847.5
1	0.79079	382.39246	0.000448127	84.6	771895369.2
1	0.79179	382.42973	0.000447324	84.7	796880547.4
1	0.79279	382.46705	0.000446594	84.6	772659418.8
1	0.79379	382.50444	0.000445731	84.7	797583278.3
1	0.79479	382.54191	0.000444787	84.6	772998028.4
1	0.7958	382.57946	0.000443956	84.7	798047863.8
1	0.7968	382.61707	0.000443186	84.6	773780659.6
1	0.7978	382.65475	0.000442302	84.7	798742981
1	0.7988	382.69251	0.000441347	84.6	774160317.7
1	0.7998	382.73035	0.000440506	84.6	774505946.3
1	0.8008	382.76825	0.000439737	84.6	774992304.5
1	0.8018	382.80623	0.000438882	84.6	775340306.4
1	0.8028	382.84428	0.000437916	84.6	775505333.4
1	0.8038	382.88242	0.000437017	84.6	775801069.3
1	0.8048	382.92063	0.000436205	84.5	752260993.5
1	0.80581	382.95891	0.000435347	84.6	776701988.8
1	0.80681	382.99728	0.000434355	84.5	752854320.5
1	0.80781	383.03573	0.000433411	84.6	777142256.3
1	0.80881	383.07426	0.000432592	84.5	753612544.8
1	0.80981	383.11287	0.000431749	84.5	754079671.1
1	0.81081	383.15154	0.000430727	84.5	754248894.9
1	0.81181	383.19033	0.000429697	84.5	754415083
1	0.81281	383.2292	0.00042885	84.5	754916651.6
1	0.81381	383.26814	0.000428027	84.4	732135718.7
1	0.81481	383.30715	0.000427135	84.4	732577737.7
1	0.81582	383.34625	0.000426096	84.4	732821027.8
1	0.81682	383.38546	0.000425082	84.4	733080014.2
1	0.81782	383.42475	0.000424164	84.3	710866065.1
1	0.81882	383.46412	0.000423237	84.4	733957963.2
1	0.81982	383.50359	0.000422187	84.3	711527897.2
1	0.82082	383.54316	0.000421077	84.4	734345566.7
1	0.82182	383.58283	0.000420072	84.3	712010538.6
1	0.82282	383.62259	0.000419108	84.4	735122491.5
1	0.82382	383.66244	0.000418129	84.3	712841901.8
1	0.82482	383.70239	0.000417027	84.4	735763063.9
1	0.82583	383.74245	0.000415906	84.3	713293540.4
1	0.82683	383.78261	0.000414918	84.3	713732177.7
1	0.82783	383.82287	0.000413957	84.3	714232934.2
1	0.82883	383.86322	0.000412977	84.2	692669797.7
1	0.82983	383.90367	0.000411875	84.3	715006304.1
1	0.83083	383.94423	0.000410692	84.2	693111897.5
1	0.83183	383.98491	0.000409592	84.3	715490005.4
1	0.83283	384.02569	0.000408541	84.2	693837529.3
1	0.83383	384.06658	0.000407482	84.2	694251645.3
1	0.83483	384.10758	0.000406409	84.2	694657715.2
1	0.83584	384.14869	0.000405239	84.2	694955820.1
1	0.83684	384.18992	0.0004041	84.2	695279996.1
1	0.83784	384.23126	0.000403067	84.1	674359182.9
1	0.83884	384.2727	0.000402005	84.2	696293896
1	0.83984	384.31426	0.000400913	84.1	675281067.5
1	0.84084	384.35593	0.000399751	84.2	697100663.6
1	0.84184	384.39773	0.000398467	84.1	675774839.7
1	0.84284	384.43967	0.000397223	84.1	676008103
1	0.84384	384.48173	0.000396087	84.1	676441508.3
1	0.84484	384.52391	0.000394946	84	656038483.7
1	0.84585	384.56621	0.000393793	84.1	677366794
1	0.84685	384.60864	0.000392634	84	656944027.1
1	0.84785	384.65119	0.00039139	84.1	678130759.4
1	0.84885	384.69389	0.000390138	84	657566006.7
1	0.84985	384.73672	0.000388972	84	658040301.2
1	0.85085	384.77967	0.000387791	84	658507794.7
1	0.85185	384.82276	0.000386568	83.9	638645149.1
1	0.85285	384.86599	0.000385321	84	659312335.4
1	0.85385	384.90936	0.000384077	83.9	639429288.8
1	0.85485	384.95286	0.000382787	84	660079320.7
1	0.85586	384.99652	0.000381433	83.9	640072333.2
1	0.85686	385.04034	0.000380109	83.9	640393514.3
1	0.85786	385.08431	0.000378815	84	661113365.4
1	0.85886	385.12842	0.000377508	83.8	621454391.5
1	0.85986	385.17269	0.000376187	83.9	641549778.4
1	0.86086	385.21712	0.000374861	83.8	622206168.3
1	0.86186	385.2617	0.000373538	83.8	622610551.6
1	0.86286	385.30645	0.000372217	83.9	642792373.2
1	0.86386	385.35135	0.000370847	83.7	604242470.4
1	0.86486	385.39642	0.00036945	83.8	623736415.2
1	0.86587	385.44166	0.000368083	83.8	624188901.8
1	0.86687	385.48707	0.000366714	83.7	605423324.6
1	0.86787	385.53265	0.000365345	83.8	625054068.5
1	0.86887	385.5784	0.000363983	83.7	606317503
1	0.86987	385.62432	0.000362616	83.7	606792658.3
1	0.87087	385.67042	0.000361221	83.7	607241399.3
1	0.87187	385.71669	0.000359795	83.6	589002567.8
1	0.87287	385.76316	0.000358358	83.7	608077862.7
1	0.87387	385.8098	0.000356914	83.7	608506449.7
1	0.87487	385.85664	0.00035544	83.6	590216527.8
1	0.87588	385.90368	0.000353934	83.7	609317452.5
1	0.87688	385.95092	0.000352405	83.6	590956214.1
1	0.87788	385.99836	0.000350896	83.6	591347620.1
1	0.87888	386.04601	0.000349434	83.6	591839707.9
1	0.87988	386.09385	0.000347943	83.6	592305726.6
1	0.88088	386.14191	0.000346378	83.5	574490980.6
1	0.88188	386.19018	0.000344769	83.6	592975336.8
1	0.88288	386.23869	0.000343146	83.5	575089056.4
1	0.88388	386.28742	0.000341533	83.5	575424407.2
1	0.88488	386.33638	0.000339939	83.6	594022487
1	0.88589	386.38558	0.000338354	83.5	576290796
1	0.88689	386.435	0.000336764	83.5	576733351.6
1	0.88789	386.48466	0.000335158	83.5	577172119.7
1	0.88889	386.53455	0.000333502	83.5	577548894.5
1	0.88989	386.58471	0.000331776	83.5	577826581.9
1	0.89089	386.63513	0.000330016	83.5	578067292.7
1	0.89189	386.68581	0.000328284	83.5	578379977.7
1	0.89289	386.73677	0.000326599	83.4	561074977.1
1	0.89389	386.78798	0.00032493	83.5	579273060
1	0.89489	386.83946	0.000323243	83.5	579741276.3
1	0.8959	386.8912	0.000321513	83.4	562454568.7
1	0.8969	386.94324	0.000319737	83.4	562806970.8
1	0.8979	386.99556	0.00031794	83.5	580925565.9
1	0.8989	387.04818	0.000316114	83.5	581247834.4
1	0.8999	387.10112	0.000314234	83.4	563705663.6
1	0.9009	387.15437	0.000312359	83.5	581779172.6
1	0.9019	387.20794	0.000310533	83.5	582180805.4
1	0.9029	387.26182	0.000308721	83.4	564820088.4
1	0.9039	387.31602	0.000306903	83.4	565284013.2
1	0.9049	387.37054	0.000305054	83.4	565720712.6
1	0.90591	387.4254	0.000303125	83.5	583948627.8
1	0.90691	387.48062	0.000301103	83.5	584122564.6
1	0.90791	387.53622	0.000299046	83.5	584255020.6
1	0.90891	387.5922	0.000297009	83.5	584453903.1
1	0.90991	387.64856	0.000294922	83.6	603005168.1
1	0.91091	387.70534	0.000292821	83.6	603134114.2
1	0.91191	387.76251	0.000290775	83.5	584977494.2
1	0.91291	387.82009	0.000288704	83.6	603660008.5
1	0.91391	387.87809	0.000286591	83.6	603856803.9
1	0.91491	387.93652	0.000284464	83.7	623077965.7
1	0.91592	387.99538	0.000282273	83.7	623247420.4
1	0.91692	388.05473	0.000280008	83.7	623209904
1	0.91792	388.11455	0.000277783	83.8	642911487.6
1	0.91892	388.17484	0.000275591	83.8	643105751.4
1	0.91992	388.23563	0.000273372	83.8	643273002.3
1	0.92092	388.2969	0.00027102	84	684268218.4
1	0.92192	388.35874	0.000268615	84	684041974.6
1	0.92292	388.42112	0.000266307	84	684098513.4
1	0.92392	388.48404	0.00026401	84	684223523.4
1	0.92492	388.54751	0.000261522	84.2	727570630.3
1	0.92593	388.61163	0.000258971	84.2	727163763.4
1	0.92693	388.67636	0.000256558	84.3	749936668.3
1	0.92793	388.74169	0.000254026	84.4	773099025.5
1	0.92893	388.80771	0.000251359	84.5	796579128.3
1	0.92993	388.87444	0.000248839	84.5	796267598
1	0.93093	388.9418	0.000246273	84.7	846632828.7
1	0.93193	389.00993	0.00024352	84.8	872132423.2
1	0.93293	389.07883	0.000240892	84.9	898890611.8
1	0.93393	389.14844	0.00023809	85.1	954898653.1
1	0.93493	389.21897	0.000235242	85.2	983343737.5
1	0.93594	389.29029	0.000232492	85.3	1013248352
1	0.93694	389.3625	0.000229584	85.5	1075948735
1	0.93794	389.43563	0.000226716	85.6	1107984580
1	0.93894	389.50968	0.000223832	85.8	1176704866
1	0.93994	389.58471	0.000220947	85.9	1211705782
1	0.94094	389.6607	0.000218034	86.1	1286738615
1	0.94194	389.73775	0.000214987	86.3	1365585321
1	0.94294	389.81591	0.000211947	86.5	1449307683
1	0.94394	389.89519	0.000208812	86.8	1585635145
1	0.94494	389.97572	0.000205691	86.9	1631072972
1	0.94595	390.05741	0.000202554	87.2	1784751151
1	0.94695	390.14046	0.000199227	87.5	1950639188
1	0.94795	390.2249	0.000195955	87.8	2132423410
1	0.94895	390.31075	0.000192736	88	2260926367
1	0.94995	390.39804	0.000189427	88.3	2470954680
1	0.95095	390.4869	0.000186083	88.6	2699839221
1	0.95195	390.57736	0.000182688	88.9	2948929124
1	0.95295	390.66956	0.000179207	89.3	3319870414
1	0.95395	390.76357	0.000175742	89.7	3737406601
1	0.95495	390.85944	0.000172304	90	4080162297
1	0.95596	390.95724	0.000168922	90.3	4456464509
1	0.95696	391.05699	0.00016549	90.7	5016543718
1	0.95796	391.15889	0.000161965	91.1	5643188867
1	0.95896	391.26303	0.000158327	91.6	6540777634
1	0.95996	391.36966	0.000154599	92.1	7575267793
1	0.96096	391.47889	0.000150913	92.5	8508360089
1	0.96196	391.59079	0.00014723	93.1	1.016003589e+10
1	0.96296	391.70555	0.000143462	93.6	1.175560946e+10
1	0.96396	391.82342	0.000139759	94.1	1.360434245e+10
1	0.96496	391.94434	0.000136127	94.7	1.623893814e+10
1	0.96597	392.06858	0.000132396	95.2	1.878483972e+10
1	0.96697	392.19641	0.000128582	96	2.379489952e+10
1	0.96797	392.32813	0.000124772	96.5	2.748224028e+10
1	0.96897	392.46389	0.000120993	97.2	3.374388995e+10
1	0.96997	392.60397	0.000117178	97.9	4.140258677e+10
1	0.97097	392.74872	0.00011332	98.7	5.233563149e+10
1	0.97197	392.89851	0.000109524	99.4	6.416314138e+10
1	0.97297	393.05346	0.00010573	100.2	8.107020094e+10
1	0.97397	393.2142	0.000101899	101	1.023380652e+11
1	0.97497	393.38102	9.81477e-05	101.8	1.292116802e+11
1	0.97598	393.55428	9.43174e-05	102.8	1.732528209e+11
1	0.97698	393.73494	9.04298e-05	103.7	2.24910339e+11
1	0.97798	393.92343	8.6626e-05	104.7	3.010626475e+11
1	0.97898	394.12031	8.28076e-05	105.8	4.150700038e+11
1	0.97998	394.32659	7.89733e-05	106.9	5.715862408e+11
1	0.98098	394.54306	7.51222e-05	108.1	8.104584675e+11
1	0.98198	394.77106	7.13749e-05	109.1	1.081480701e+12
1	0.98298	395.01084	6.76347e-05	110.5	1.628590888e+12
1	0.98398	395.2648	6.38831e-05	111.7	2.304218752e+12
1	0.98498	395.53357	6.02084e-05	113.1	3.464566701e+12
1	0.98599	395.81952	5.64254e-05	114.7	5.521544428e+12
1	0.98699	396.1256	5.27181e-05	116.2	8.527333859e+12
1	0.98799	396.45317	4.91029e-05	117.9	1.399669748e+13
1	0.98899	396.80606	4.53973e-05	119.8	2.432257891e+13
1	0.98999	397.18943	4.17043e-05	121.6	4.092788851e+13
1	0.99099	397.60766	3.80349e-05	123.8	7.761360906e+13
1	0.99199	398.06879	3.43718e-05	126	1.46860096e+14
1	0.99299	398.58111	3.07564e-05	128.4	2.950080405e+14
1	0.99399	399.15742	2.71299e-05	131	6.282727959e+14
1	0.99499	399.81654	2.34256e-05	134.2	1.596795698e+15
1	0.996	400.59108	1.9653e-05	137.6	4.307446103e+15
1	0.997	401.53012	1.58109e-05	141.3	1.270781205e+16
1	0.998	402.73422	1.17751e-05	144.6	3.351476372e+16
1	0.999	404.45508	6.38947e-06	135.8	2.210151086e+15
2.5	0	316.71571	3.69886e-06	78.2	29224235.25
2.5	0.001	327.99172	8.20065e-06	77.1	15608517.6
2.5	0.002	331.27522	1.56849e-05	78.2	33664722.97
2.5	0.003	333.50952	2.13676e-05	78.3	39349433.36
2.5	0.004	335.24246	2.66735e-05	79	54623052.21
2.5	0.00501	336.66698	3.18075e-05	79.1	59937299.92
2.5	0.00601	337.88169	3.67608e-05	78.9	58337387.68
2.5	0.00701	338.94607	4.15946e-05	79.4	72241813.54
2.5	0.00801	339.89391	4.62805e-05	79.5	77060551.36
2.5	0.00901	340.75286	5.08202e-05	79.6	81740995.98
2.5	0.01001	341.53858	5.5313e-05	79.3	75112747.84
2.5	0.01101	342.2634	5.97701e-05	79.8	91292452
2.5	0.01201	342.93614	6.41789e-05	79.8	92873242.5
2.5	0.01301	343.56466	6.84675e-05	79.9	97586550.95
2.5	0.01401	344.15564	7.26593e-05	79.9	98804374.51
2.5	0.01502	344.71366	7.68577e-05	79.9	99996722.61
2.5	0.01602	345.2418	8.10535e-05	80	104741719.1
2.5	0.01702	345.74349	8.54555e-05	80.1	109919322
2.5	0.01802	346.21866	8.93192e-05	80.4	122849888.2
2.5	0.01902	346.67769	9.30431e-05	80.5	127809319.1
2.5	0.02002	347.1157	9.71889e-05	80.4	124618778.7
2.5	0.02102	347.53634	0.000101145	80.3	121249480.7
2.5	0.02202	347.94074	0.000105134	80.3	122150292.7
2.5	0.02302	348.33005	0.000109138	80.5	131853113.7
2.5	0.02402	348.70532	0.000113106	80.6	137414726.3
2.5	0.02503	349.06779	0.000117017	80.7	143111086
2.5	0.02603	349.41838	0.000120894	80.7	143932155.3
2.5	0.02703	349.75796	0.000124758	80.8	149792282.5
2.5	0.02803	350.08717	0.000128586	80.9	155824030.2
2.5	0.02903	350.40682	0.000132373	81	162025377.7
2.5	0.03003	350.71746	0.000136157	81	162770601.2
2.5	0.03103	351.01959	0.000139927	81	163493877.6
2.5	0.03203	351.31372	0.000143705	81	164220890
2.5	0.03303	351.60017	0.000147459	81	164916670.9
2.5	0.03403	351.8795	0.000151147	81.1	171290904.5
2.5	0.03504	352.15214	0.000154859	81	166177064.5
2.5	0.03604	352.41824	0.000158547	81.1	172581011.7
2.5	0.03704	352.67834	0.000162151	81.1	173117104.1
2.5	0.03804	352.93274	0.000165773	81.2	179691528.9
2.5	0.03904	353.1816	0.000169381	81.3	186488558.9
2.5	0.04004	353.42528	0.000172962	81.3	187025021.6
2.5	0.04104	353.66394	0.00017653	81.4	194035633.6
2.5	0.04204	353.89786	0.000180143	81.4	194619605.3
2.5	0.04304	354.12704	0.000183814	81.4	195265578.5
2.5	0.04404	354.35172	0.000187404	81.4	195824392.6
2.5	0.04505	354.5722	0.000190976	81.5	203140509.2
2.5	0.04605	354.78855	0.000194538	81.6	210706897.1
2.5	0.04705	355.00103	0.000198041	81.5	204164176.4
2.5	0.04805	355.20979	0.000201515	81.6	211663332.6
2.5	0.04905	355.41501	0.000205006	81.6	212144800.4
2.5	0.05005	355.61672	0.000208436	81.6	212565560
2.5	0.05105	355.81523	0.00021194	81.6	213060716.1
2.5	0.05205	356.01034	0.000215483	81.7	220937169.7
2.5	0.05305	356.20237	0.00021888	81.7	221338852.6
2.5	0.05405	356.39146	0.000222307	81.8	229384363.8
2.5	0.05506	356.57763	0.000225764	81.8	229863268.3
2.5	0.05606	356.76097	0.000229168	81.8	230287576.7
2.5	0.05706	356.94165	0.000232549	81.8	230689954.7
2.5	0.05806	357.1197	0.000235988	81.8	231151405.2
2.5	0.05906	357.29514	0.000239427	81.9	239544356.7
2.5	0.06006	357.46812	0.000242808	81.8	232022735.8
2.5	0.06106	357.63871	0.000246136	81.8	232382461.2
2.5	0.06206	357.80704	0.000249445	81.9	240682272.7
2.5	0.06306	357.97314	0.000252801	81.9	241081267.9
2.5	0.06406	358.13702	0.000256196	82	249768529.6
2.5	0.06507	358.29875	0.000259567	82	250198743.7
2.5	0.06607	358.4584	0.000262899	82	250590684.2
2.5	0.06707	358.61606	0.000266232	82	250985193.3
2.5	0.06807	358.77174	0.000269572	82	251388549.2
2.5	0.06907	358.92551	0.000272879	82.1	260342922.5
2.5	0.07007	359.07744	0.000276136	82.1	260681317
2.5	0.07107	359.22761	0.000279403	82.1	261031204.5
2.5	0.07207	359.37601	0.00028266	82.1	261374763.7
2.5	0.07307	359.52273	0.000285865	82.2	270575172.2
2.5	0.07407	359.66782	0.000289083	82.2	270894643.4
2.5	0.07508	359.81129	0.00029243	82.2	271339807
2.5	0.07608	359.95308	0.00029575	82.3	280994221.4
2.5	0.07708	360.09335	0.000298935	82.2	272057635.1
2.5	0.07808	360.23214	0.000302288	82.2	272509542
2.5	0.07908	360.36931	0.000305589	82.3	282181194.1
2.5	0.08008	360.50512	0.000308726	82.3	282449791.9
2.5	0.08108	360.63952	0.00031199	82.3	282837464.2
2.5	0.08208	360.77249	0.000315146	82.3	283130936.7
2.5	0.08308	360.90422	0.000318359	82.3	283476201.2
2.5	0.08408	361.03452	0.000321584	82.3	283836802.4
2.5	0.08509	361.16362	0.000324744	82.4	293765994.7
2.5	0.08609	361.2914	0.000327958	82.5	304086255.9
2.5	0.08709	361.41797	0.00033113	82.5	304421481.3
2.5	0.08809	361.54332	0.000334313	82.4	294797431.6
2.5	0.08909	361.6675	0.000337485	82.5	305110335.3
2.5	0.09009	361.7905	0.000340617	82.5	305418088.1
2.5	0.09109	361.9124	0.000343795	82.5	305768998.7
2.5	0.09209	362.03314	0.000346896	82.6	316394317
2.5	0.09309	362.15287	0.00035005	82.6	316736332.7
2.5	0.09409	362.27144	0.000353167	82.6	317049890.2
2.5	0.0951	362.38907	0.000356196	82.6	317288975.3
2.5	0.0961	362.50563	0.000359327	82.5	307254161.5
2.5	0.0971	362.62122	0.000362281	82.7	328515029.9
2.5	0.0981	362.73589	0.000365444	82.7	328886267.2
2.5	0.0991	362.84949	0.000368632	82.6	318548071.4
2.5	0.1001	362.96218	0.000371647	82.7	329529823
2.5	0.1011	363.07394	0.000374852	82.7	329946239.6
2.5	0.1021	363.18472	0.000377931	82.7	330255464.8
2.5	0.1031	363.29467	0.000380811	82.7	330393157.9
2.5	0.1041	363.40377	0.000383943	82.7	330752321.5
2.5	0.10511	363.51193	0.00038707	82.8	342253955.6
2.5	0.10611	363.61928	0.00038999	82.8	342440648.4
2.5	0.10711	363.72583	0.000393091	82.7	331638602.3
2.5	0.10811	363.8315	0.000396268	82.8	343206477.6
2.5	0.10911	363.93634	0.00039926	82.8	343466921
2.5	0.11011	364.04043	0.000402159	82.8	343650156
2.5	0.11111	364.14377	0.000405219	82.6	321984592.3
2.5	0.11211	364.24629	0.00040834	82.7	333167068.7
2.5	0.11311	364.34805	0.000411271	83	368091826.3
2.5	0.11411	364.44912	0.00041412	83	368251220.4
2.5	0.11512	364.54949	0.000416999	83	368445311
2.5	0.11612	364.64916	0.00042011	83	368842834
2.5	0.11712	364.74805	0.000423236	83	369257218.9
2.5	0.11812	364.84625	0.000426164	83	369501320
2.5	0.11912	364.94379	0.000429088	83	369744914.8
2.5	0.12012	365.04066	0.000432016	83.1	382389640.5
2.5	0.12112	365.13688	0.000434928	83.1	382634317
2.5	0.12212	365.23246	0.000437959	83.1	382986361.3
2.5	0.12312	365.32735	0.000440984	83.1	383336895.8
2.5	0.12412	365.42162	0.000443855	83.1	383556339.3
2.5	0.12513	365.51529	0.000446723	83.1	383780784.9
2.5	0.12613	365.60835	0.000449618	83.1	384027607.3
2.5	0.12713	365.70082	0.000452526	83.1	384288505.7
2.5	0.12813	365.79269	0.000455418	83.2	397393781.7
2.5	0.12913	365.88398	0.000458303	83.2	397646845.5
2.5	0.13013	365.9747	0.000461204	83.2	397916932.4
2.5	0.13113	366.06485	0.000464189	83.2	398262332.1
2.5	0.13213	366.15441	0.000467193	83.2	398627163.4
2.5	0.13313	366.2434	0.000470094	83.2	398907232.1
2.5	0.13413	366.33186	0.000472931	83.2	399135877.4
2.5	0.13514	366.41979	0.000475756	83.2	399362408
2.5	0.13614	366.5072	0.000478596	83.2	399600158
2.5	0.13714	366.59408	0.000481467	83.2	399867273.6
2.5	0.13814	366.68045	0.000484346	83.3	413487126.2
2.5	0.13914	366.76631	0.000487201	83.3	413752506.4
