rate_K_per_min	alpha	T_K	dalpha_dt	Evya_kJ_per_mol	A_xlsx_per_sec
2.5	0.61962	388.91566	0.00121	85.5	969059932.1
2.5	0.62062	388.95013	0.00121	85.5	969340033.9
2.5	0.62162	388.98461	0.00121	85.5	969626697.2
2.5	0.62262	389.01909	0.00121	85.5	969920622.8
2.5	0.62362	389.05358	0.00121	85.5	970221193.8
2.5	0.62462	389.08806	0.00121	85.5	970529771.6
2.5	0.62563	389.12256	0.00121	85.5	970870354.3
2.5	0.62663	389.15705	0.00121	85.5	971193176.3
2.5	0.62763	389.19156	0.00121	85.5	971522158.9
2.5	0.62863	389.22606	0.00121	85.5	971859325.4
2.5	0.62963	389.26058	0.00121	85.5	972202742.1
2.5	0.63063	389.29509	0.00121	85.5	972554434.2
2.5	0.63163	389.32962	0.00121	85.5	972912468.3
2.5	0.63263	389.36415	0.00121	85.5	973278211.1
2.5	0.63363	389.39868	0.00121	85.5	973651710.2
2.5	0.63463	389.43323	0.00121	85.5	974031692.9
2.5	0.63564	389.46778	0.00121	85.5	974446271.5
2.5	0.63664	389.50234	0.00121	85.5	974841432.4
2.5	0.63764	389.53691	0.00121	85.5	975243884.5
2.5	0.63864	389.57148	0.00121	85.5	975654339
2.5	0.63964	389.60606	0.00121	85.5	976072185.6
2.5	0.64064	389.64065	0.00121	85.5	976497475.4
2.5	0.64164	389.67525	0.00121	85.5	976930260.2
2.5	0.64264	389.70986	0.00121	85.5	977370592.4
2.5	0.64364	389.74448	0.0012	85.5	969737380
2.5	0.64464	389.77911	0.0012	85.5	970189201.2
2.5	0.64565	389.81374	0.0012	85.4	941183340
2.5	0.64665	389.84839	0.0012	85.5	971143971.1
2.5	0.64765	389.88305	0.0012	85.5	971618980.6
2.5	0.64865	389.91771	0.0012	85.5	972102457.8
2.5	0.64965	389.95239	0.0012	85.5	972593144.1
2.5	0.65065	389.98708	0.0012	85.4	943537938.7
2.5	0.65165	390.02178	0.0012	85.5	973598344.6
2.5	0.65265	390.05649	0.0012	85.4	944533327.8
2.5	0.65365	390.09122	0.0012	85.5	974635044.5
2.5	0.65465	390.12595	0.0012	85.4	945559501.6
2.5	0.65566	390.1607	0.0012	85.5	975732712.2
2.5	0.65666	390.19546	0.0012	85.5	976279535.7
2.5	0.65766	390.23023	0.0012	85.4	947185410.8
2.5	0.65866	390.26503	0.0012	85.4	947733200
2.5	0.65966	390.29982	0.0012	85.4	948290481.2
2.5	0.66066	390.33464	0.0012	85.4	948854759.6
2.5	0.66166	390.36947	0.0012	85.4	949427376.5
2.5	0.66266	390.40431	0.0012	85.4	950008395.5
2.5	0.66366	390.43918	0.0012	85.4	950596600.3
2.5	0.66466	390.47404	0.0012	85.4	951194617.6
2.5	0.66567	390.50894	0.0012	85.4	951827778.7
2.5	0.66667	390.54384	0.00119	85.4	944504863.9
2.5	0.66767	390.57876	0.00119	85.4	945121870.7
2.5	0.66867	390.6137	0.00119	85.4	945746968
2.5	0.66967	390.64864	0.00119	85.4	946381497.7
2.5	0.67067	390.68362	0.00119	85.4	947022981.2
2.5	0.67167	390.7186	0.00119	85.4	947674036.6
2.5	0.67267	390.75361	0.00119	85.4	948332822.5
2.5	0.67367	390.78863	0.00119	85.4	949000685.7
2.5	0.67467	390.82366	0.00119	85.4	949677699.4
2.5	0.67568	390.85873	0.00119	85.3	921590329.4
2.5	0.67668	390.89379	0.00119	85.4	951086333.7
2.5	0.67768	390.9289	0.00119	85.3	922949933.6
2.5	0.67868	390.96401	0.00119	85.3	923642831.9
2.5	0.67968	390.99914	0.00119	85.4	953220881.6
2.5	0.68068	391.0343	0.00119	85.3	925053954
2.5	0.68168	391.06946	0.00119	85.4	954689466.8
2.5	0.68268	391.10467	0.00118	85.3	918714461.5
2.5	0.68368	391.13987	0.00118	85.3	919445666.1
2.5	0.68468	391.17512	0.00118	85.3	920183955.2
2.5	0.68569	391.21037	0.00118	85.3	920961792.1
2.5	0.68669	391.24565	0.00118	85.3	921718923.7
2.5	0.68769	391.28096	0.00118	85.3	922484614
2.5	0.68869	391.31627	0.00118	85.3	923260800.4
2.5	0.68969	391.35163	0.00118	85.3	924044474.1
2.5	0.69069	391.38699	0.00118	85.3	924838813.4
2.5	0.69169	391.42239	0.00118	85.3	925641427.3
2.5	0.69269	391.45781	0.00118	85.3	926453640.9
2.5	0.69369	391.49324	0.00118	85.3	927276163.2
2.5	0.69469	391.52872	0.00118	85.3	928106600.1
2.5	0.6957	391.56419	0.00117	85.3	921106589.3
2.5	0.6967	391.59972	0.00117	85.3	921949156.4
2.5	0.6977	391.63526	0.00117	85.3	922802306.5
2.5	0.6987	391.67083	0.00117	85.2	895730982
2.5	0.6997	391.70643	0.00117	85.3	924537026.3
2.5	0.7007	391.74204	0.00117	85.2	897438034.7
2.5	0.7017	391.7777	0.00117	85.3	926311504.6
2.5	0.7027	391.81336	0.00117	85.3	927214669.4
2.5	0.7037	391.84908	0.00117	85.3	928125897.2
2.5	0.7047	391.88481	0.00117	85.3	929048386.3
2.5	0.70571	391.92057	0.00117	85.2	901904360.9
2.5	0.70671	391.95636	0.00117	85.3	930955576
2.5	0.70771	391.99217	0.00116	85.2	896024651.4
2.5	0.70871	392.02803	0.00116	85.3	924899354.2
2.5	0.70971	392.06389	0.00116	85.2	897893689.3
2.5	0.71071	392.09982	0.00116	85.2	898842028.7
2.5	0.71171	392.13575	0.00116	85.2	899802516.4
2.5	0.71271	392.17173	0.00116	85.2	900772263
2.5	0.71371	392.20773	0.00116	85.2	901753175.5
2.5	0.71471	392.24376	0.00116	85.2	902744764
2.5	0.71572	392.27984	0.00116	85.2	903777726.7
2.5	0.71672	392.31592	0.00115	85.2	896991822.6
2.5	0.71772	392.35207	0.00115	85.2	898005636.5
2.5	0.71872	392.38823	0.00115	85.2	899031679.2
2.5	0.71972	392.42444	0.00115	85.2	900067675
2.5	0.72072	392.46067	0.00115	85.2	901115537.1
2.5	0.72172	392.49693	0.00115	85.2	902174787
2.5	0.72272	392.53325	0.00115	85.2	903243744
2.5	0.72372	392.56957	0.00115	85.2	904326134.1
2.5	0.72472	392.60597	0.00115	85.2	905417272
2.5	0.72573	392.64236	0.00114	85.2	898672657.2
2.5	0.72673	392.67883	0.00114	85.2	899777549.3
2.5	0.72773	392.71531	0.00114	85.1	873721710.5
2.5	0.72873	392.75184	0.00114	85.2	902024759.6
2.5	0.72973	392.78841	0.00114	85.1	875928110.8
2.5	0.73073	392.825	0.00114	85.1	877049632.2
2.5	0.73173	392.86166	0.00114	85.1	878181021.7
2.5	0.73273	392.89832	0.00114	85.1	879326487.8
2.5	0.73373	392.93507	0.00113	85.1	872757403.1
2.5	0.73473	392.97182	0.00113	85.1	873915935.3
2.5	0.73574	393.00864	0.00113	85.1	875117895.1
2.5	0.73674	393.04549	0.00113	85.1	876299680.2
2.5	0.73774	393.08238	0.00113	85.1	877493799
2.5	0.73874	393.11932	0.00113	85.1	878699813.6
2.5	0.73974	393.15628	0.00113	85.1	879919616.3
2.5	0.74074	393.19332	0.00113	85.1	881149859.5
2.5	0.74174	393.23037	0.00112	85.1	874585970.8
2.5	0.74274	393.2675	0.00112	85	849449126.9
2.5	0.74374	393.30465	0.00112	85.1	877089320.2
2.5	0.74474	393.34186	0.00112	85	851907578.6
2.5	0.74575	393.37911	0.00112	85	853189265.5
2.5	0.74675	393.4164	0.00112	85	854450764.8
2.5	0.74775	393.45375	0.00112	85	855724480.5
2.5	0.74875	393.49112	0.00111	85	849360932.9
2.5	0.74975	393.52858	0.00111	85	850648524.6
2.5	0.75075	393.56604	0.00111	85	851952073.5
2.5	0.75175	393.60361	0.00111	85	853265562.1
2.5	0.75275	393.64117	0.00111	85	854595911.2
2.5	0.75375	393.67883	0.00111	85	855937094.3
2.5	0.75475	393.71651	0.00111	85	857293796.5
2.5	0.75576	393.75425	0.0011	84.9	825361932.1
2.5	0.75676	393.79205	0.0011	85	852334552.4
2.5	0.75776	393.82988	0.0011	84.9	828042140.1
2.5	0.75876	393.8678	0.0011	85	855120414.1
2.5	0.75976	393.90573	0.0011	84.9	830777243.2
2.5	0.76076	393.94376	0.0011	85	857964130
2.5	0.76176	393.98179	0.0011	84.9	833569238.7
2.5	0.76276	394.01993	0.00109	84.9	827394546.7
2.5	0.76376	394.05809	0.00109	84.9	828814179
2.5	0.76476	394.09633	0.00109	84.9	830247160
2.5	0.76577	394.13461	0.00109	84.9	831731374.7
2.5	0.76677	394.17296	0.00109	84.9	833194583.4
2.5	0.76777	394.21137	0.00109	84.9	834672829.1
2.5	0.76877	394.24982	0.00108	84.9	828496155.1
2.5	0.76977	394.28836	0.00108	84.8	805053837.5
2.5	0.77077	394.32692	0.00108	84.8	806523062.9
2.5	0.77177	394.36559	0.00108	84.9	833028221.7
2.5	0.77277	394.40427	0.00108	84.8	809504907.1
2.5	0.77377	394.44307	0.00107	84.8	803507991.6
2.5	0.77477	394.48187	0.00107	84.8	805025423.9
2.5	0.77578	394.5208	0.00107	84.8	806591125.4
2.5	0.77678	394.55973	0.00107	84.8	808140472
2.5	0.77778	394.59878	0.00107	84.8	809703087.7
2.5	0.77878	394.63786	0.00107	84.8	811283970.5
2.5	0.77978	394.67704	0.00106	84.8	805282633.7
2.5	0.78078	394.71626	0.00106	84.7	782664759.8
2.5	0.78178	394.75556	0.00106	84.8	808496413.3
2.5	0.78278	394.79493	0.00106	84.7	785818988.3
2.5	0.78378	394.83437	0.00106	84.8	811777464.9
2.5	0.78478	394.87388	0.00105	84.7	781596227.9
2.5	0.78579	394.91345	0.00105	84.8	807476657.9
2.5	0.78679	394.95312	0.00105	84.7	784891275.7
2.5	0.78779	394.99283	0.00105	84.8	810867109.4
2.5	0.78879	395.03265	0.00105	84.6	764581738.7
2.5	0.78979	395.0725	0.00104	84.7	782388891.5
2.5	0.79079	395.11248	0.00104	84.6	760570970.9
2.5	0.79179	395.15248	0.00104	84.7	785792257.3
2.5	0.79279	395.19262	0.00104	84.6	763912053.4
2.5	0.79379	395.23277	0.00104	84.7	789268964
2.5	0.79479	395.27307	0.00103	84.6	759947303.3
2.5	0.7958	395.31338	0.00103	84.7	785235956.6
2.5	0.7968	395.35385	0.00103	84.6	763438277.6
2.5	0.7978	395.39433	0.00103	84.7	788829885.1
2.5	0.7988	395.43495	0.00103	84.6	766967893.2
2.5	0.7998	395.4756	0.00102	84.6	761299113.4
2.5	0.8008	395.51639	0.00102	84.6	763093288.8
2.5	0.8018	395.55721	0.00102	84.6	764909895.6
2.5	0.8028	395.59817	0.00102	84.6	766743785.9
2.5	0.8038	395.63917	0.00102	84.6	768600262.8
2.5	0.8048	395.68031	0.00101	84.5	740078631.7
2.5	0.80581	395.72149	0.00101	84.6	764839437.5
2.5	0.80681	395.7628	0.00101	84.5	743785787.7
2.5	0.80781	395.80417	0.00101	84.6	768658725
2.5	0.80881	395.84567	0.001	84.5	740135227.6
2.5	0.80981	395.88723	0.001	84.5	742024027.7
2.5	0.81081	395.92891	0.000999774	84.5	743764718.7
2.5	0.81181	395.97066	0.000997458	84.5	743968468.6
2.5	0.81281	396.01254	0.000995149	84.5	744188665
2.5	0.81381	396.05449	0.000992802	84.4	722127790
2.5	0.81481	396.09657	0.000990477	84.4	722357247.4
2.5	0.81582	396.1387	0.00098808	84.4	722588526.5
2.5	0.81682	396.18099	0.000985732	84.4	722826772.8
2.5	0.81782	396.22333	0.000983289	84.3	701392573
2.5	0.81882	396.26582	0.000980918	84.4	723258648.6
2.5	0.81982	396.30837	0.000978448	84.3	701822113
2.5	0.82082	396.35108	0.000976071	84.4	723718665.8
2.5	0.82182	396.39383	0.000973557	84.3	702267811.8
2.5	0.82282	396.43676	0.000971163	84.4	724187933.2
2.5	0.82382	396.47972	0.000968602	84.3	702720349.8
2.5	0.82482	396.52288	0.000966184	84.4	724659234.7
2.5	0.82583	396.56606	0.000963569	84.3	703210140.2
2.5	0.82683	396.60945	0.000960953	84.3	703380500.3
2.5	0.82783	396.65287	0.000958431	84.3	703637230.4
2.5	0.82883	396.69649	0.000955716	84.2	682744223.6
2.5	0.82983	396.74015	0.000953213	84.3	704060680
2.5	0.83083	396.784	0.000950459	84.2	683158647.1
2.5	0.83183	396.82791	0.000947939	84.3	704498944.9
2.5	0.83283	396.872	0.000945137	84.2	683581110.2
2.5	0.83383	396.91617	0.000942611	84.2	683912003.2
2.5	0.83483	396.96049	0.000939775	84.2	684031120.6
2.5	0.83584	397.00493	0.000937237	84.2	684423559.8
2.5	0.83684	397.0495	0.000934363	84.2	684543707.4
2.5	0.83784	397.09421	0.000931809	84.1	664477791.4
2.5	0.83884	397.13902	0.000928886	84.2	685026545.8
2.5	0.83984	397.18401	0.00092632	84.1	664971468.5
2.5	0.84084	397.22907	0.000923357	84.2	685531327.9
2.5	0.84184	397.27436	0.000920608	84.1	665363030.4
2.5	0.84284	397.31968	0.000917761	84.1	665590054.8
2.5	0.84384	397.36525	0.000914702	84.1	665673201.8
2.5	0.84484	397.41088	0.000912085	84	646239051
2.5	0.84585	397.45671	0.000908987	84.1	666225668.5
2.5	0.84685	397.50265	0.000906363	84	646805635.3
2.5	0.84785	397.54874	0.000903226	84.1	666765301.9
2.5	0.84885	397.595	0.000900579	84	647348792.6
2.5	0.84985	397.64137	0.000897382	84	647425433
2.5	0.85085	397.68796	0.000894644	84	647846312.4
2.5	0.85185	397.73461	0.000891476	83.9	628673823.1
2.5	0.85285	397.78153	0.000888197	84	648035261.2
2.5	0.85385	397.82852	0.000885499	83.9	629224352.4
2.5	0.85485	397.87573	0.000882154	84	648582662.1
2.5	0.85586	397.92308	0.000879433	83.9	629820270.2
2.5	0.85686	397.97059	0.000876026	83.9	629853492.5
2.5	0.85786	398.01831	0.000873283	84	649719759.2
2.5	0.85886	398.06611	0.000869831	83.8	611650301.7
2.5	0.85986	398.11421	0.000866366	83.9	630449180
2.5	0.86086	398.16239	0.000863571	83.8	612216951.3
2.5	0.86186	398.2108	0.000860029	83.8	612232541.4
2.5	0.86286	398.25938	0.000857251	83.9	631599717.3
2.5	0.86386	398.30811	0.000853659	83.7	594594962.7
2.5	0.86486	398.3571	0.000850509	83.8	613169570.8
2.5	0.86587	398.40619	0.000847201	83.8	613468332.3
2.5	0.86687	398.45556	0.000843491	83.7	595202871.1
2.5	0.86787	398.50508	0.000840656	83.8	614075772.2
2.5	0.86887	398.55479	0.000836904	83.7	595802218.2
2.5	0.86987	398.60476	0.00083379	83.7	596255702.4
2.5	0.87087	398.65484	0.000830284	83.7	596451162.4
2.5	0.87187	398.70523	0.000826472	83.6	578715411.2
2.5	0.87287	398.75577	0.000823649	83.7	597163867.5
2.5	0.87387	398.8065	0.000819812	83.7	597173492.5
2.5	0.87487	398.85752	0.000816494	83.6	579825484.6
2.5	0.87588	398.90867	0.000813081	83.7	597982886
2.5	0.87688	398.96011	0.000809138	83.6	580208849.9
2.5	0.87788	399.01176	0.000806275	83.6	580991619
2.5	0.87888	399.06357	0.000802281	83.6	580982705.8
2.5	0.87988	399.11574	0.000798402	83.6	581069985.2
2.5	0.88088	399.16805	0.000795337	83.5	564505827.6
2.5	0.88188	399.22062	0.000791235	83.6	581741046.2
2.5	0.88288	399.27348	0.000787791	83.5	564932457.5
2.5	0.88388	399.32651	0.000784173	83.5	565289232.5
2.5	0.88488	399.37986	0.000779966	83.6	582520306.5
2.5	0.88589	399.43346	0.000776825	83.5	566031664.7
2.5	0.88689	399.48724	0.000772798	83.5	566156070.8
2.5	0.88789	399.5414	0.000768517	83.5	566109266
2.5	0.88889	399.59578	0.000765566	83.5	567067783.2
2.5	0.88989	399.65036	0.000761275	83.5	567060739.2
2.5	0.89089	399.70536	0.000756925	83.5	567023813.7
2.5	0.89189	399.76057	0.000754004	83.5	568085493.6
2.5	0.89289	399.81599	0.00074963	83.4	551245824.2
2.5	0.89389	399.87185	0.000745226	83.5	568069162.2
2.5	0.89489	399.92793	0.000742184	83.5	569124815.9
2.5	0.8959	399.98424	0.000737727	83.4	552318860.3
2.5	0.8969	400.041	0.000733166	83.4	552259500.6
2.5	0.8979	400.09802	0.000729906	83.5	570091611.4
2.5	0.8989	400.15529	0.000725571	83.5	570258771.4
2.5	0.8999	400.21299	0.000720911	83.4	553308188.7
2.5	0.9009	400.271	0.000717269	83.5	570953337.6
2.5	0.9019	400.32928	0.000713224	83.5	571429641.8
2.5	0.9029	400.38796	0.000708486	83.4	554465567.1
2.5	0.9039	400.44702	0.000704311	83.4	554879743.5
2.5	0.9049	400.50639	0.000700681	83.4	555756964.6
2.5	0.90591	400.56608	0.000695838	83.5	572703097.4
2.5	0.90691	400.62628	0.000690969	83.5	572643274.1
2.5	0.90791	400.6868	0.000687202	83.5	573530005
2.5	0.90891	400.74766	0.000682998	83.5	574089712.8
2.5	0.90991	400.80894	0.000678048	83.6	591539287.4
2.5	0.91091	400.87069	0.000673424	83.6	591808295.5
2.5	0.91191	400.93281	0.00066943	83.5	575152976.1
2.5	0.91291	400.9953	0.000664959	83.6	593147565.2
2.5	0.91391	401.05825	0.00065986	83.6	593097269.5
2.5	0.91491	401.12172	0.000655116	83.7	611457397.6
2.5	0.91592	401.18559	0.000650879	83.7	612348664.6
2.5	0.91692	401.24988	0.000646489	83.7	613069505.8
2.5	0.91792	401.31462	0.000641293	83.8	631717277.2
2.5	0.91892	401.37996	0.000636146	83.8	631787481.4
2.5	0.91992	401.44575	0.000631696	83.8	632593500.4
2.5	0.92092	401.51201	0.00062718	84	672491255.7
2.5	0.92192	401.57875	0.00062241	84	673103160.8
2.5	0.92292	401.64603	0.000617044	84	673114564.4
2.5	0.92392	401.71394	0.000611816	84	673314638.1
2.5	0.92492	401.78238	0.000607075	84.2	715694369.4
2.5	0.92593	401.85135	0.000602273	84.2	716608117.3
2.5	0.92693	401.92089	0.000597396	84.3	739191353.8
2.5	0.92793	401.99099	0.000592231	84.4	762174074
2.5	0.92893	402.06174	0.000586694	84.5	785425789.4
2.5	0.92993	402.13318	0.000581317	84.5	785797050.6
2.5	0.93093	402.20524	0.000576191	84.7	835054846.5
2.5	0.93193	402.27795	0.000571006	84.8	861231307.1
2.5	0.93293	402.35133	0.000565758	84.9	888202225
2.5	0.93393	402.4254	0.000560445	85.1	943778822.7
2.5	0.93493	402.50017	0.000555085	85.2	973298878.2
2.5	0.93594	402.57568	0.000549675	85.3	1003894759
2.5	0.93694	402.65193	0.000544024	85.5	1066310043
2.5	0.93794	402.72901	0.000538241	85.6	1099087081
2.5	0.93894	402.80692	0.000532579	85.8	1167570477
2.5	0.93994	402.88565	0.000526935	85.9	1203978865
2.5	0.94094	402.96523	0.00052124	86.1	1279139823
2.5	0.94194	403.04569	0.000515492	86.3	1358974838
2.5	0.94294	403.12705	0.00050967	86.5	1443717200
2.5	0.94394	403.20936	0.000503764	86.8	1580070072
2.5	0.94494	403.29265	0.000497783	86.9	1629057008
2.5	0.94595	403.37694	0.000491741	87.2	1783078886
2.5	0.94695	403.46229	0.000485664	87.5	1951339130
2.5	0.94795	403.54871	0.000479564	87.8	2135575398
2.5	0.94895	403.63624	0.000473414	88	2268573370
2.5	0.94995	403.72492	0.000467196	88.3	2482658048
2.5	0.95095	403.81479	0.000460726	88.6	2715752882
2.5	0.95195	403.90598	0.000454106	88.9	2970033468
2.5	0.95295	403.9985	0.000447585	89.3	3347340648
2.5	0.95395	404.09236	0.000441073	89.7	3773031632
2.5	0.95495	404.18763	0.000434535	90	4128363641
2.5	0.95596	404.28434	0.000427994	90.3	4518748542
2.5	0.95696	404.38254	0.000421445	90.7	5094875125
2.5	0.95796	404.48228	0.000414392	91.1	5738285416
2.5	0.95896	404.58386	0.000407229	91.6	6656820202
2.5	0.95996	404.68714	0.000400466	92.1	7730866753
2.5	0.96096	404.79217	0.000393721	92.5	8717037589
2.5	0.96196	404.89902	0.000386344	93.1	1.041551024e+10
2.5	0.96296	405.00811	0.000378888	93.6	1.207924602e+10
2.5	0.96396	405.1192	0.000372007	94.1	1.40322225e+10
2.5	0.96496	405.23236	0.000364424	94.7	1.676323649e+10
2.5	0.96597	405.34813	0.000356805	95.2	1.944606115e+10
2.5	0.96697	405.46617	0.000349451	96	2.467365297e+10
2.5	0.96797	405.58687	0.000341715	96.5	2.861399549e+10
2.5	0.96897	405.71032	0.000333999	97.2	3.521926788e+10
2.5	0.96997	405.83665	0.00032621	97.9	4.334733979e+10
2.5	0.97097	405.96607	0.000318254	98.7	5.493737729e+10
2.5	0.97197	406.0988	0.000310431	99.4	6.763527641e+10
2.5	0.97297	406.23482	0.000302264	100.2	8.569592868e+10
2.5	0.97397	406.37484	0.000293891	101	1.085242177e+11
2.5	0.97497	406.51871	0.000285788	101.8	1.375943975e+11
2.5	0.97598	406.66678	0.00027747	102.8	1.850751878e+11
2.5	0.97698	406.81941	0.000268852	103.7	2.413909689e+11
2.5	0.97798	406.97713	0.000260096	104.7	3.242064804e+11
2.5	0.97898	407.14022	0.000251375	105.8	4.486862501e+11
2.5	0.97998	407.30907	0.000242562	106.9	6.209513077e+11
2.5	0.98098	407.48423	0.000233503	108.1	8.845429026e+11
2.5	0.98198	407.66646	0.000224316	109.1	1.187636126e+12
2.5	0.98298	407.85626	0.000215185	110.5	1.795688453e+12
2.5	0.98398	408.05428	0.000205809	111.7	2.558167408e+12
2.5	0.98498	408.26179	0.000196291	113.1	3.865606993e+12
2.5	0.98599	408.47949	0.000186605	114.7	6.199671881e+12
2.5	0.98699	408.70913	0.000176712	116.2	9.645922327e+12
2.5	0.98799	408.9519	0.000166757	117.9	1.593034951e+13
2.5	0.98899	409.20982	0.000156574	119.8	2.790382731e+13
2.5	0.98999	409.48524	0.000146083	121.6	4.74493789e+13
2.5	0.99099	409.78161	0.000135348	123.8	9.078539571e+13
2.5	0.99199	410.10253	0.000124384	126	1.738981636e+14
2.5	0.99299	410.45361	0.000113065	128.4	3.535757195e+14
2.5	0.99399	410.84221	0.000101357	131	7.637870528e+14
2.5	0.99499	411.27947	8.91528e-05	134.2	1.972484104e+15
2.5	0.996	411.78246	7.62519e-05	137.6	5.437418586e+15
2.5	0.997	412.38187	6.23247e-05	141.3	1.644558699e+16
2.5	0.998	413.13928	4.6809e-05	144.6	4.489954784e+16
2.5	0.999	414.22118	2.44475e-05	135.8	3.263437381e+15
5	0	318.8167	5.08177e-06	78.2	33013766.41
5	0.001	335.23161	1.4012e-05	77.1	14481920.74
5	0.002	338.86756	2.88437e-05	78.2	32769642.58
5	0.003	341.26837	4.0186e-05	78.3	38943427.4
5	0.004	343.09661	5.0738e-05	79	54304971.92
5	0.00501	344.59022	6.07129e-05	79.1	59738332.6
5	0.00601	345.86227	7.02532e-05	78.9	58313262.93
5	0.00701	346.97553	7.95096e-05	79.4	71944626.2
5	0.00801	347.96754	8.86215e-05	79.5	76822676.02
5	0.00901	348.86301	9.74492e-05	79.6	81565470.23
5	0.01001	349.68287	0.00010602	79.3	75126813.13
5	0.01101	350.43918	0.000114544	79.8	90945801.34
5	0.01201	351.14138	0.000122968	79.8	92524036.01
5	0.01301	351.79747	0.00013131	79.9	97254369.18
5	0.01401	352.41319	0.000139569	79.9	98653484.72
5	0.01502	352.99384	0.000147706	79.9	99927604.34
5	0.01602	353.54354	0.000155745	80	104600524.5
5	0.01702	354.06575	0.000163723	80.1	109393357.4
5	0.01802	354.56314	0.000171671	80.4	122360259
5	0.01902	355.03809	0.000179513	80.5	127746539.3
5	0.02002	355.49294	0.000187288	80.4	124554046.3
5	0.02102	355.92926	0.000195018	80.3	121396865.7
5	0.02202	356.34875	0.000202648	80.3	122305468.5
5	0.02302	356.75281	0.000210249	80.5	131775386.6
5	0.02402	357.14251	0.000217866	80.6	137245880.2
5	0.02503	357.51881	0.00022541	80.7	142868179.5
5	0.02603	357.88285	0.000232847	80.7	143709289.3
5	0.02703	358.23548	0.000240256	80.8	149458815.4
5	0.02803	358.57741	0.000247639	80.9	155398091.9
5	0.02903	358.90933	0.000255003	81	161537802.7
5	0.03003	359.23179	0.000262369	81	162370347
5	0.03103	359.54533	0.00026966	81	163150134.8
5	0.03203	359.85058	0.000276836	81	163854891.4
5	0.03303	360.14807	0.00028404	81	164570809.5
5	0.03403	360.43804	0.000291197	81.1	170864001.5
5	0.03504	360.72108	0.000298293	81	165904280.8
5	0.03604	360.99741	0.000305431	81.1	172214348.8
5	0.03704	361.26737	0.00031251	81.1	172862849.8
5	0.03804	361.53133	0.000319564	81.2	179363407.5
5	0.03904	361.7895	0.000326643	81.3	186108982.9
5	0.04004	362.04214	0.000333684	81.3	186762747.7
5	0.04104	362.28953	0.000340648	81.4	193696519
5	0.04204	362.53194	0.000347559	81.4	194289728.8
5	0.04304	362.76959	0.000354436	81.4	194862924.1
5	0.04404	363.00269	0.000361275	81.4	195414478.6
5	0.04505	363.23143	0.000368205	81.5	202615284.8
5	0.04605	363.45583	0.000375103	81.6	210050591.5
5	0.04705	363.67623	0.000381862	81.5	203734446.1
5	0.04805	363.89276	0.000388736	81.6	211182550.8
5	0.04905	364.10543	0.000395536	81.6	211740505.9
5	0.05005	364.31458	0.000402362	81.6	212310297.9
5	0.05105	364.5201	0.000409136	81.6	212854388.1
5	0.05205	364.72238	0.000415784	81.7	220484216
5	0.05305	364.92138	0.000422494	81.7	221007837.5
5	0.05405	365.11728	0.000429087	81.8	228888169
5	0.05506	365.31021	0.000435757	81.8	229406475.5
5	0.05606	365.50016	0.000442465	81.8	229943570.8
5	0.05706	365.68729	0.000449048	81.8	230416232.7
5	0.05806	365.87171	0.0004556	81.8	230874032.8
5	0.05906	366.05349	0.000462148	81.9	239058571.2
5	0.06006	366.23272	0.000468774	81.8	231827915.8
5	0.06106	366.4094	0.000475383	81.8	232317680.3
5	0.06206	366.58368	0.000481867	81.9	240510465.7
5	0.06306	366.75564	0.000488331	81.9	240941992.1
5	0.06406	366.92534	0.000494782	82	249411929
5	0.06507	367.09284	0.00050123	82	249851929.9
5	0.06607	367.2582	0.000507683	82	250293326.6
5	0.06707	367.42147	0.00051413	82	250733367.6
5	0.06807	367.58271	0.00052054	82	251157001.9
5	0.06907	367.74198	0.00052693	82.1	259937029.6
5	0.07007	367.89934	0.000533425	82.1	260415727.4
5	0.07107	368.05475	0.000539908	82.1	260890775.8
5	0.07207	368.20835	0.000546258	82.1	261302643
5	0.07307	368.36018	0.000552553	82.2	270376096.5
5	0.07407	368.51029	0.000558798	82.2	270750788.4
5	0.07508	368.65874	0.000565134	82.2	271174202.3
5	0.07608	368.80551	0.000571543	82.3	280636546.7
5	0.07708	368.95065	0.000577795	82.2	272016770.6
5	0.07808	369.09426	0.000583888	82.2	272329115.5
5	0.07908	369.23639	0.000590237	82.3	281793780.5
5	0.08008	369.37693	0.000596612	82.3	282253178.4
5	0.08108	369.51603	0.000602641	82.3	282550862.5
5	0.08208	369.65377	0.000608952	82.3	282981945.7
5	0.08308	369.79001	0.000615287	82.3	283427518.2
5	0.08408	369.92492	0.000621317	82.3	283734126.5
5	0.08509	370.05853	0.000627625	82.4	293560452.8
5	0.08609	370.19075	0.000633763	82.5	303637565
5	0.08709	370.32178	0.000639937	82.5	304034090.6
5	0.08809	370.45146	0.000646133	82.4	294719234.1
5	0.08909	370.57999	0.000652186	82.5	304789875.4
5	0.09009	370.70727	0.000658315	82.5	305173674.9
5	0.09109	370.83342	0.000664388	82.5	305532930.7
5	0.09209	370.95838	0.000670458	82.6	315975013.4
5	0.09309	371.08226	0.000676543	82.6	316353207.6
5	0.09409	371.20499	0.00068257	82.6	316707856.6
5	0.0951	371.32668	0.000688685	82.6	317108206.8
5	0.0961	371.44724	0.000694644	82.5	307322926.8
5	0.0971	371.56685	0.000700771	82.7	328300593.8
5	0.0981	371.68532	0.000706896	82.7	328720349.4
5	0.0991	371.80287	0.000712742	82.6	318537860.9
